#RunNumber,Pass,Date,StartTime,EndTime,Target,Kin,SBSfield,BeamPolarization,MollerQuality(0/1 = bad/good),BeamHelicityQuality(0/1 = bad/good),FieldMeasurementHorizontalAngle,FieldMeasurementVerticalAngle,Q2,EBeam
2033,pass2,10/17/22,20:00,20:20,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2034,pass2,10/17/22,20:21,20:45,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2035,pass2,10/17/22,20:54,21:04,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2036,pass2,10/17/22,21:27,21:55,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2037,pass2,10/17/22,21:58,22:43,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2038,pass2,10/17/22,23:19,0:48,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2039,pass2,10/18/22,1:04,1:28,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2040,pass2,10/18/22,1:41,2:46,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2042,pass2,10/18/22,3:38,4:21,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2045,pass2,10/18/22,4:41,5:41,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2046,pass2,10/18/22,5:51,6:01,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2047,pass2,10/18/22,6:07,6:57,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2053,pass2,10/18/22,8:00,9:10,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2054,pass2,10/18/22,9:12,10:15,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2062,pass2,10/18/22,14:26,15:39,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2080,pass2,10/19/22,3:44,4:20,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2081,pass2,10/19/22,4:23,4:44,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2082,pass2,10/19/22,4:58,5:21,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2083,pass2,10/19/22,5:23,5:48,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2084,pass2,10/19/22,5:52,6:59,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2085,pass2,10/19/22,7:10,7:29,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2125,pass2,10/21/22,3:57,4:56,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2126,pass2,10/21/22,4:57,5:39,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2127,pass2,10/21/22,5:43,6:18,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2128,pass2,10/21/22,6:27,6:46,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2131,pass2,10/21/22,7:04,7:14,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2132,pass2,10/21/22,7:16,8:16,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2133,pass2,10/21/22,8:20,9:16,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2134,pass2,10/21/22,9:27,10:27,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2136,pass2,10/21/22,10:48,11:45,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2137,pass2,10/21/22,12:00,13:00,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2138,pass2,10/21/22,13:04,13:19,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2141,pass2,10/21/22,13:35,13:51,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2143,pass2,10/21/22,14:04,14:17,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2145,pass2,10/21/22,14:25,15:06,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2146,pass2,10/21/22,15:21,15:50,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2149,pass2,10/21/22,16:03,17:01,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2164,pass2,10/22/22,0:57,2:13,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2165,pass2,10/22/22,2:16,2:47,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2168,pass2,10/22/22,2:57,4:32,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2169,pass2,10/22/22,4:38,4:43,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2170,pass2,10/22/22,4:44,6:00,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2171,pass2,10/22/22,6:02,6:41,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2172,pass2,10/22/22,6:43,8:03,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2173,pass2,10/22/22,9:16,10:19,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2174,pass2,10/22/22,10:38,11:43,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2175,pass2,10/22/22,11:45,12:45,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2176,pass2,10/22/22,12:51,13:25,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2199,pass2,10/24/22,7:39,8:42,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2200,pass2,10/24/22,8:45,9:49,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2201,pass2,10/24/22,9:53,10:11,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2203,pass2,10/24/22,10:23,11:24,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2204,pass2,10/24/22,11:27,12:22,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2206,pass2,10/24/22,12:29,13:40,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2208,pass2,10/24/22,13:54,15:07,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2209,pass2,10/24/22,15:30,16:38,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2210,pass2,10/24/22,16:57,18:00,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2211,pass2,10/24/22,18:00,18:05,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2212,pass2,10/24/22,18:18,19:43,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2213,pass2,10/24/22,19:52,21:00,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2214,pass2,10/24/22,21:02,22:14,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2215,pass2,10/24/22,22:15,22:38,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2216,pass2,10/24/22,22:49,0:05,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2217,pass2,10/25/22,0:11,1:12,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2218,pass2,10/25/22,1:15,1:19,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2219,pass2,10/25/22,1:34,3:15,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2220,pass2,10/25/22,3:17,4:09,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2221,pass2,10/25/22,6:27,7:32,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2222,pass2,10/25/22,7:35,8:45,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2223,pass2,10/25/22,8:47,9:47,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2224,pass2,10/25/22,9:48,11:05,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2225,pass2,10/25/22,11:27,12:32,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2226,pass2,10/25/22,12:39,13:45,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2227,pass2,10/25/22,13:47,14:15,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2228,pass2,10/25/22,15:20,17:15,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2229,pass2,10/25/22,17:16,18:53,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2230,pass2,10/25/22,18:54,19:54,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2231,pass2,10/25/22,20:00,23:00,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2232,pass2,10/25/22,21:04,22:08,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2233,pass2,10/25/22,22:10,23:11,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2234,pass2,10/25/22,23:12,0:17,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2235,pass2,10/26/22,0:27,1:06,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2236,pass2,10/26/22,1:09,2:12,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2237,pass2,10/26/22,2:18,3:34,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2238,pass2,10/26/22,3:36,4:49,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2239,pass2,10/26/22,5:00,6:13,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2240,pass2,10/26/22,6:15,7:13,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2241,pass2,10/26/22,7:20,8:20,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2242,pass2,10/26/22,8:23,9:23,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2243,pass2,10/26/22,9:24,9:58,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2244,pass2,10/26/22,10:28,11:29,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2245,pass2,10/26/22,11:29,12:25,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2246,pass2,10/26/22,12:29,13:25,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2247,pass2,10/26/22,13:32,14:13,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2248,pass2,10/26/22,14:32,15:15,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2250,pass2,10/26/22,16:28,17:12,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2251,pass2,10/26/22,17:14,17:25,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2252,pass2,10/26/22,17:29,18:39,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2253,pass2,10/26/22,18.41,19:43,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2254,pass2,10/26/22,21:31,22:30,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2255,pass2,10/26/22,22:32,23:32,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2256,pass2,10/26/22,23:41,0:46,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2257,pass2,10/27/22,0:47,1:46,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2258,pass2,10/27/22,5:12,6:15,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2259,pass2,10/27/22,6:17,7:16,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2260,pass2,###############################################################################################################################################################################################################################################################,7:17,7:57,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2275,pass2,###############################################################################################################################################################################################################################################################,20:09,20:50,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2276,pass2,###############################################################################################################################################################################################################################################################,21:20,22:59,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2302,pass2,10/29/22,1:13,1:54,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2303,pass2,10/29/22,3:19,4:40,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2304,pass2,10/29/22,4:43,6:00,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2305,pass2,10/29/22,8:19,9:20,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2306,pass2,10/29/22,9:56,11:00,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2307,pass2,10/29/22,12:19,13:19,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2309,pass2,10/29/22,13:49,15:10,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2310,pass2,10/29/22,15:16,15:43,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2313,pass2,10/29/22,22:10,23:16,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2314,pass2,10/29/22,23:18,0:20,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2315,pass2,10/30/22,0:22,1:26,He3,GEN2,100,84.089,1,0,59.34,1.84,3,4.291
2316,pass2,10/30/22,1:46,2:55,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2318,pass2,10/30/22,3:11,4:11,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2319,pass2,10/30/22,4:12,5:30,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2320,pass2,10/30/22,5:41,6:20,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2321,pass2,10/30/22,6:24,7:26,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2322,pass2,10/30/22,7:28,8:23,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2323,pass2,10/30/22,8:26,9:12,He3,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2506,pass2,11/11/22,9:02,10:05,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2507,pass2,11/11/22,10:06,11:05,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2511,pass2,11/11/22,11:33:00,12.42,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2512,pass2,11/11/22,12:43:00,13:15:00,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2516,pass2,11/12/22,3:15,4:15,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2517,pass2,11/12/22,4:24,5:27,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2518,pass2,11/12/22,5:47,6:47,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2519,pass2,11/12/22,6:58,7:58,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2520,pass2,11/12/22,8:00,9:00,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2521,pass2,11/13/22,9:06,9:10,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2522,pass2,11/12/22,10:15,11:15,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2523,pass2,11/12/22,11:17,11:28,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2524,pass2,11/12/22,11:40,12:53,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2525,pass2,11/12/22,12:55,13:38,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2526,pass2,11/12/22,13:56,14:33,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2527,pass2,11/12/22,14:38,15:39,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2528,pass2,11/12/22,15:56,17:06,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2529,pass2,11/12/22,17:07,17:50,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2531,pass2,11/12/22,18:08,18:21,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2535,pass2,11/12/22,19:10,19:59,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2536,pass2,11/12/22,20:06,20:38,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2537,pass2,11/12/22,20:46,21:42,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2539,pass2,11/12/22,22:15,23:15,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2540,pass2,11/12/22,23:17,0:17,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2541,pass2,11/13/22,0:23,1:23,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2542,pass2,11/13/22,1:25,2:25,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2543,pass2,11/13/22,2:30,3:30,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2544,pass2,11/13/22,3:31,4:31,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2545,pass2,11/13/22,8:37,9:40,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2551,pass2,11/13/22,19:15,20:15,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2552,pass2,11/13/22,19:15,20:15,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2553,pass2,11/13/22,21:06,22:06,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2554,pass2,11/13/22,22:08,23:08,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2555,pass2,11/13/22,23:09,0:10,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2556,pass2,11/14/22,0:15,1:15,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2557,pass2,11/14/22,1:17,2:24,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2558,pass2,11/14/22,2:26,3:27,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2559,pass2,11/14/22,3:32,4:10,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2560,pass2,11/14/22,5:00,5:54,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2561,pass2,11/14/22,6:07,7:07,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2562,pass2,11/14/22,7:08,7:37,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2563,pass2,11/14/22,7:41,7:53,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2564,pass2,11/14/22,8:04,8:08,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2565,pass2,11/14/22,8:13,8:23,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2566,pass2,11/14/22,8:24,8:37,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2568,pass2,11/14/22,8:42,8:49,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2569,pass2,11/14/22,8:55,9:04,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2574,pass2,11/14/22,11:12,12:12,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2570,pass2,11/14/22,9:17,9:24,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2571,pass2,11/14/22,9:32,9:45,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2572,pass2,11/14/22,9:53,10:58,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2574,pass2,11/14/22,11:12,12:18,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2575,pass2,11/14/22,12:20,13:30,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2576,pass2,11/14/22,13:32,14:27,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2577,pass2,11/14/22,14:40,15:37,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2578,pass2,11/14/22,15:50,16:58,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2579,pass2,11/14/22,16:59,18:06,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2580,pass2,11/14/22,18:29,19:34,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2581,pass2,11/14/22,19:36,20:24,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2583,pass2,11/14/22,22:22,23:50,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2584,pass2,11/14/22,23:56,1:00,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2585,pass2,11/15/22,1:03,2.25,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2586,pass2,11/15/22,2:29,3:42,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2587,pass2,11/15/22,3:45,4:43,He3,GEN3,100,86.488,0,1,70.94,0.51,6.83,6.373
2613,pass2,11/16/22,9:19,10:22,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2614,pass2,11/16/22,10:23,10:53,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2615,pass2,11/16/22,11:03,12:01,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2616,pass2,11/16/22,12:05,13:02,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2617,pass2,11/16/22,13:05,14:05,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2618,pass2,11/16/22,14:05,15:26,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2619,pass2,11/16/22,15:49,16:56,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2620,pass2,11/16/22,16:58,17:57,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2621,pass2,11/16/22,18:06,19:07,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2622,pass2,11/16/22,19:08,20:09,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2623,pass2,11/16/22,20:11,20:38,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2624,pass2,11/16/22,20:58,21:57,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2625,pass2,11/16/22,21:59,22:58,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2626,pass2,11/17/22,23:06,0:08,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2627,pass2,11/17/22,0:11,1:13,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2628,pass2,11/17/22,1:16,1:59,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2629,pass2,11/17/22,2:04,3:09,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2630,pass2,11/17/22,3:11,3:18,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2631,pass2,11/17/22,3:21,4:21,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2632,pass2,11/17/22,4:25,5:00,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2633,pass2,11/17/22,5:06,6:06,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2634,pass2,11/17/22,6:08,6:38,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2635,pass2,11/17/22,6:45,8:42,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2637,pass2,11/18/22,5:22,6:24,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2638,pass2,11/18/22,6:33,7:30,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2646,pass2,11/18/22,9:03,10:03,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2647,pass2,11/18/22,10:06,11:04,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2648,pass2,11/18/22,11:07,12:05,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2649,pass2,11/18/22,12:05,12:14,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2650,pass2,11/18/22,12:18,13:30,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2651,pass2,11/18/22,13:51,14:48,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2658,pass2,11/18/22,16:00,17:03,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2659,pass2,11/18/22,17:31,18:32,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2660,pass2,11/18/22,18:40,19:45,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2661,pass2,11/18/22,19:54,20:55,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2662,pass2,11/18/22,20:59,21:33,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2667,pass2,11/18/22,22:13,23:11,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2668,pass2,11/18/22,23:16,0:17,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2669,pass2,11/19/22,0:19,1:20,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2670,pass2,11/19/22,1:21,2:20,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2671,pass2,11/19/22,2:28,3:29,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2674,pass2,11/19/22,3:47,4:50,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2676,pass2,11/19/22,5:18,6:18,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2677,pass2,11/19/22,6:22,7:23,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2678,pass2,11/19/22,7:25,7:29,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2679,pass2,11/19/22,7:33,8:24,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2680,pass2,11/19/22,8:26,9:40,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2681,pass2,11/19/22,9:43,10:41,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2683,pass2,11/19/22,11:01,11:34,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2684,pass2,11/19/22,11:38,12:25,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2685,pass2,11/19/22,12:29,13:19,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2687,pass2,11/19/22,13:37,14:33,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2688,pass2,11/19/22,14:42,15:42,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2689,pass2,11/19/22,15:45,16:49,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2690,pass2,11/19/22,16:51,17:32,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2691,pass2,11/19/22,17:43,18:44,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2692,pass2,11/19/22,18:45,19:46,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2693,pass2,11/19/22,19:50,20:33,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2694,pass2,11/19/22,20:40,21:41,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2695,pass2,11/19/22,21:43,22:44,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2696,pass2,11/19/22,22:46,23:26,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2697,pass2,11/19/22,23:33,0:33,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2698,pass2,11/20/22,0:34,1:34,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2699,pass2,11/20/22,1:35,2:35,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2700,pass2,11/20/22,2:38,3:38,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
2701,pass2,11/20/22,3:39,4:40,He3,GEN3,100,86.488,1,1,70.94,0.51,6.83,6.373
